Timestamp,OTR or COTA?,Setting: ,Education,Years of experience,State ,City/town (or Country if not US),Zip code,Geographic area,My work is:,Average hours / week,My pay rate is,HOURLY RATE,Yearly income from this job,Benefits,"What certifications or special training you have, if applicable (leave blank if none)",Productivity expectations,Anything further you'd like to mention regarding salary?,Gender (for gender gap comparisons),Did you negotiate your rate?
11/18/2017,OT,"Ergonomics, Rehab manager",Masters,1,Outside US or US territories,Australia,6107,Large metro area,Full time,40+,Contract,27.88,"58,000.00",None,,85%,,Female,
11/18/2017,COTA,SNF,Associates,20+,OH,Dayton,45449,Large metro area,Full time,35+,Hourly,30.00,"63,700.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,90%,,Female,
11/18/2017,COTA,"Inpatient, Outpatient, Home health",Associates,3,IA,Tripoli,50676,Rural,Full time,30+,Hourly,20.40,"33,945.60","401K or equivalent, CEU reimbursement",Astym,N/A,,Female,
11/18/2017,COTA,Rehab manager,Bachelors,10+,TN,Hermitage,37076,Large metro area,Full time,40+,Salary,37.00,"71,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,50,,Male,
11/18/2017,OT,LTC,Masters,1,MA,Somerset,02724,City,Full time,35+,Hourly,40.00,"91,000.00","401K or equivalent, Health insurance",,80%,,Male,
11/18/2017,OT,SNF,Masters,5+,MI,Grand Blanc,48439,City,Full time,35+,Hourly,40.00,"83,000.00","Health insurance, Dental, Vision",,90%,,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,MN,Stillwater,55109,City,Full time,40+,Hourly,28.00,"58,240.00","401K or equivalent, Health insurance, CEU reimbursement",,70%,,Female,
11/18/2017,OT,Inpatient,Masters,1,VA,Bristol,37620,Rural,Full time,40+,Contract,33.00,"70,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,80%,,Female,
11/18/2017,COTA,Home health,Associates,New grad / less than a year,CA,San Diego ,92123,Large metro area,Full time,30+,Hourly,31.00,"50,000.00","401K or equivalent, Health insurance, Dental, Vision",,N/A,Is hourly plus ppv that is put into an equation to make a week by week hourly rate,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,CT,Norwhich,06360,Rural,Full time,40+,Hourly,37.00,"77,000.00","401K or equivalent, Health insurance, CEU reimbursement",,90%,,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,TN,Erwin,37650,Rural,Full time,35+,Hourly,38.00,"70,000.00","Health insurance, Dental, Vision",,90%,,Female,
11/18/2017,COTA,"SNF, LTC, Geriatrics",Associates,3,KS,Atchison,66002,Rural,Full time,30+,Hourly,24.48,"38,188.80","Health insurance, Dental, Vision, Disibility",,85%,,Female,
11/18/2017,COTA,Outpatient,Associates,New grad / less than a year,OH,Columbus Grove ,45830,Rural,Part time,20+,Hourly,17.00,"35,000.00",None,,N/A,,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,VA,Fredericksburg ,22405,Rural,Full time,30+,Hourly,39.00,"65,000.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,
11/18/2017,OT,SNF,OTD,New grad / less than a year,MA,Fall River,02720,Large metro area,Full time,35+,Hourly,36.00,"65,520.00","401K or equivalent, Health insurance, Dental, Vision",,95%,,Female,
11/18/2017,OT,Inpatient,Masters,New grad / less than a year,AL,Mobile,36604,City,Full time,35+,Hourly,34.25,"71,240.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,80%,,Female,
11/18/2017,OT,School system,Masters,New grad / less than a year,NY,Massapequa Park,11762,City,Contract,35+,Contract,32.00,"60,000.00",None,,90%,"Salary varies depending on individual, group, district so the salary mentioned is an average ",Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,CT,Middletown,06457,suburb,Full time,40+,Hourly,35.00,"72,800.00","Dental, Vision",,85%,,Female,
11/18/2017,OT,Mental health,Bachelors,4,Outside US or US territories,Australia ,6065,City,Full time,35+,Hourly,45.00,"87,750.00",None,,90%,,Female,
11/18/2017,OT,Acute,Masters,3,NC,Charlotte,28078,Large metro area,Full time,40+,Salary,33.30,"65,500.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,10pt and/or 20units in 11hrs,,Female,
11/18/2017,OT,School system,Masters,New grad / less than a year,WI,Milwaukee,53215,City,Salary (exempt from overtime pay),20+,Salary,25.48,"26,500.00",CEU reimbursement,,N/A,,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,NY,Buffalo,14150,Large metro area,Full time,35+,Hourly,26.50,"52,000.00","401K or equivalent, Health insurance, Dental, Vision",,75%,,Female,
11/18/2017,OT,Pediatric,Masters,1,FL,Palm Harbor,33635,City,Full time,40+,Salary ,28.00,"58,500.00",Health insurance,,60%,,Female,
11/18/2017,COTA,LTC,Associates,New grad / less than a year,TX,Corpus Christi TX,78413,City,PRN,12-19,Hourly,35.00,"27,000.00",None,,93%,,Female,
11/18/2017,OT,Hand Therapy,Masters,New grad / less than a year,WI,Kenosha,53140,City,Full time,40+,Hourly,32.69,"68,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,75%,,Female,
11/18/2017,OT,"SNF, Rehab manager",Bachelors,20+,VA,Roanoke,24018,City,Full time,40+,Hourly,52.00,"102,000.00","401K or equivalent, Health insurance, Dental, Vision",,75%,,Female,
11/18/2017,COTA,"Inpatient, SNF, LTC, Adult, Geriatrics",Associates,New grad / less than a year,PA,Weatherly,18255,Rural,Full time,40+,Hourly,20.00,"41,600.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",PAM certified ,85%,,Female,
11/18/2017,COTA,"Acute, Inpatient",Associates,New grad / less than a year,DE,Middletown,19734,Rural,Full time,40+,Hourly,25.75,"53,000.00","401K or equivalent, Health insurance, CEU reimbursement",,100%,,Female,
11/18/2017,COTA,SNF,Associates,4,SC,Myrtle Beach,29579,City,Full time,40+,Hourly,28.70,"58,000.00","Health insurance, Dental, Vision",,90%,,Female,
11/18/2017,OT,Acute,Masters,2,VA,Virginia Beach ,23464,City,Full time,40+,Hourly,33.00,"60,000.00",Health insurance,,70%,,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,IN,Huntingburg,47542,Rural,Full time,35+,Hourly,37.00,"76,000.00","Health insurance, Dental, Vision",,85%,,Female,
11/18/2017,COTA,SNF,Associates,New grad / less than a year,SC,Columbia,29063,City,PRN,20+,PRN,33.00,"48,000.00",None,,85%,,Female,
11/18/2017,OT,"Outpatient, Pediatric",Masters,2,KY,Lexington,40504,City,Salary (exempt from overtime pay),40+,Hourly,25.48,"52,992.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",DPAMs,80%,,Female,
11/18/2017,OT,SNF,OTD,New grad / less than a year,PA,Lehighton ,18235,Rural,Salary (exempt from overtime pay),40+,Hourly,33.00,"68,640.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,90%,401k is not matched,Female,
11/18/2017,OT,Acute,Masters,1,MI,Grand Rapids,49503,City,PRN,15,PRN,27.00,"15,000.00",401K or equivalent,,75%,,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,NC,Snow Hill,28501,Rural,Full time,40+,Hourly,41.00,"85,000.00","401K or equivalent, Health insurance, Dental, Disibility, CEU reimbursement",,85%,,Female,
11/18/2017,OT,"Acute, Inpatient",Masters,New grad / less than a year,PA,Williamsport,17701,City,Part time,30+,Hourly,34.30,"60,000.00","401K or equivalent, Health insurance, Dental, Vision",,N/A,,Female,
11/18/2017,OT,SNF,Masters,2,SD,Rapid City,57701,City,Full time,40+,Hourly,35.00,"72,800.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,82%,,Female,
11/18/2017,OT,School system,Masters,5+,VA,Sterling,20165,Large metro area,Full time,40+,Salary,38.00,"60,500.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,N/A,Ability to work ESY for hourly rate in summer,Female,
11/18/2017,OT,SNF,Masters,2,SD,Rapid City,57702,City,PRN,Varies,PRN,45.00,"9,360.00",None,,90%,,Female,
11/18/2017,OT,Home health,Masters,1,NY,Syracuse,13201,City,Full time,35+,Salary,34.00,"70,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,25 points per week,Bonus of $84 per point after 25 points reached for week,Female,
11/18/2017,OT,"Inpatient, Outpatient, Early Intervention, Hand Therapy, Pediatric, Adult",Masters,5+,MN,Little Falls,56345,Rural,Full time,40+,Hourly,33.01,"68,660.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement",,N/A,,Female,
11/18/2017,COTA,SNF,Associates,4,FL,Sarasota,34232,City,Full time,35+,Hourly,28.50,"51,870.00","Health insurance, Dental, Vision, Disibility, CEU reimbursement",,95%,,Female,
11/18/2017,OT,Acute,Masters,2,IL,Rock island,61265,City,Full time,30+,Hourly,28.82,"48,000.00","401K or equivalent, Health insurance, Dental, Vision",,75%,,Female,
11/18/2017,OT,Mental health,Masters,2,SD,Rapid City,57702,City,Part time,20+,Hourly,32.75,"34,060.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,60%,,Female,
11/18/2017,OT,"Outpatient, Pediatric",Masters,3,GA,Calhoun,30701,Rural,Contract,20+,Contract,60.00,"49,000.00",None,PAMs,80%,,Female,
11/18/2017,OT,Pediatric,Masters,New grad / less than a year,KY,Lexington,40509,City,Full time,40+,Hourly,23.00,"49,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,80%,,Female,
11/18/2017,OT,"Inpatient, Adult, Geriatrics",OTD,New grad / less than a year,FL,Tampa,33613,City,PRN,30+,PRN,45.00,"68,000.00",None,,75%,Based on 46/52 weeks a year,Female,
11/18/2017,OT,"Inpatient, Outpatient, Driver Rehab",Masters,New grad / less than a year,IL,Chicago,60614,Large metro area,Full time,40+,Hourly,29.00,"60,320.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,80%,,Female,
11/18/2017,COTA,Pediatric,Associates,New grad / less than a year,FL,Bradenton,34202,Rural,Contract,20+,Hourly,30.00,"31,200.00",None,,90%,,Female,
11/18/2017,OT,"ALF, SNF, Home health",Masters,New grad / less than a year,IA,Hartley,51346,Rural,Full time,40+,Hourly,33.00,"68,640.00","Health insurance, Dental, Vision, Disibility, CEU reimbursement",,75%,,Female,
11/18/2017,OT,School system,Masters,20+,NJ,Paterson ,07501,Suburb,Full time,40+,Hourly,39.00,"63,000.00","401K or equivalent, Health insurance, Dental, Vision",,90%,,Female,
11/18/2017,OT,"Outpatient, Pediatric",Masters,3,GA,Acworth,30101,City,Contract,20+,Contract,50.00,"54,000.00",None,PAMS,85%,,Female,
11/18/2017,OT,School system,Bachelors,15+,AZ,Phoenix,85310,Large metro area,Part time,25+,Hourly,51.50,"31,000.00",None,,95%,,Female,
11/18/2017,OT,Inpatient,Masters,New grad / less than a year,IN,Munster,46307,Rural,Full time,40+,Hourly,37.77,"78,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,75%,,Male,
11/18/2017,OT,"SNF, School system, Day Habilitation",Masters,New grad / less than a year,MA,Somerville,02144,Large metro area,Full time,35+,Hourly,29.00,"52,780.00","401K or equivalent, Health insurance, Dental, Disibility, Tuition reimbursement, CEU reimbursement, One year's subscription to OT.com",,80%,"Referral bonus is $2,000. Company matches 403b after 1 year. After one year, company will pay for one OT membership of choice. ",Female,
11/18/2017,OT,"Acute, Outpatient",Masters,New grad / less than a year,NY,Buffalo,14221,City,Part time,25+,Hourly,33.11,"38,739.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,90%,,Female,
11/18/2017,OT,Mental health,Masters,5+,Outside US or US territories,Ireland ,12345,Rural,Full time,35+,Hourly,25.00,"50,000.00","401K or equivalent, Disibility, CEU reimbursement",,N/A,Salary in euro. Yearly increments with 31.5 days annual leave per annum plus public holidays ho,Female,
11/18/2017,OT,SNF,Masters,1,CO,Denver ,80210,City,Full time,40+,Hourly,34.00,"70,000.00","Health insurance, Dental, Vision",Certified Yoga Instructor ,80%,,Female,
11/18/2017,OT,School system,Masters,25+,FL,Lithia ,34547,Rural,Contract,35+,Contract,54.50,"77,600.00",None,"SIPT, Therapeutic Listening, Therapeutic Listening Program, Interactive Metronome",N/A,,Female,
11/18/2017,OT,Hand Therapy,Masters,4,CA,Castro Valley,94546,Large metro area,Part time,20+,Hourly,42.00,"87,360.00",CEU reimbursement,"CHT, PAMS",N/A,,Female,
11/18/2017,COTA,SNF,Associates,5+,MI,Clarkston,48346,City,Full time,40+,Hourly,25.50,"54,000.00",Dental,,90%,,Female,
11/18/2017,OT,Inpatient,Masters,1,LA,Baton rouge,70810,City,Full time,40+,Hourly,26.92,"56,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility",,85%,,Female,
11/18/2017,OT,Pediatric,Masters,New grad / less than a year,SC,Charleston,29464,City,Contract,25+,Contract,36.00,"50,000.00",None,HWT,N/A,,Female,
11/18/2017,OT,"Outpatient, Pediatric",Masters,New grad / less than a year,IL,Chicago,60515,Large metro area,Full time,40+,Per visit,47.00,"63,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,N/A,Pay per visit with meeting/admin time as $25/hour,Female,
11/18/2017,OT,"Outpatient, Early Intervention, Pediatric",Masters,New grad / less than a year,IN,Indianapolis,46205,City,Full time,30+,Hourly,51.00,"58,300.00",CEU reimbursement,,"No requirements, 20 billlable hours per week for full time equivalent",,Female,
11/18/2017,OT,LTC,Masters,New grad / less than a year,NJ,Cherry Hill,08077,Large metro area,Full time,35+,Hourly,38.00,"72,000.00","401K or equivalent, Health insurance, Dental, Vision",,80%,,Female,
11/18/2017,OT,Acute,Masters,5+,PA,Hershey ,17033,Rural,Full time,40+,Hourly,30.29,"63,003.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement, CEU reimbursement",,70%,,Female,
11/18/2017,OT,Long Term Acute Care Hospital,Masters,New grad / less than a year,IL,Des Plaines,60016,Large metro area,Salary (exempt from overtime pay),40+,Salary,30.00,"62,400.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,PA,Philadelphia ,19154,City,Full time,35+,Hourly,36.00,"74,000.00","401K or equivalent, Health insurance, Dental, Vision",,85%,,Female,
11/18/2017,OT,Early Intervention,Masters,New grad / less than a year,NY,Glens Falls,12801,We service both a small city area and surrounding rural areas,Full time,35+,Salary ,25.00,"42,500.00","Health insurance, Dental, Disibility, CEU reimbursement",,N/A,10 month school year contract. Summer will be fee for service.,Female,
11/18/2017,OT,Pediatric,Masters,15+,NY,Brooklyn ,11215,Large metro area,Full time,35+,Hourly,46.20,"78,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",Sensory integration ,4.5 hours treatment ,,Female,
11/18/2017,OT,Outpatient day neurorehabilitation,Masters,New grad / less than a year,MO,St. Louis,63141,Large metro area,Salary (exempt from overtime pay),40+,Salary,26.00,"54,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement","Saebo certification, CBIS ",80%,,Female,
11/18/2017,OT,"SNF, Geriatrics",Masters,New grad / less than a year,KY,Lexington,40517,City,Full time,40+,Hourly,30.00,"62,400.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,85%,,Male,
11/18/2017,COTA,SNF,Associates,5+,NY,Cortland,13053,Rural,Full time,35+,Hourly,28.00,"47,000.00",Health insurance,,95%,,Female,
11/18/2017,COTA,SNF,Bachelors,New grad / less than a year,FL,Jacksonville,32258,City,PRN,40+,Hourly,30.00,"55,000.00","401K or equivalent, CEU reimbursement",,85%,,Male,
11/18/2017,OT,School system,Masters,10+,IL,Naperville,60564,Large metro area,Salary (exempt from overtime pay),35+,Hourly,61.42,"78,679.02","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement, Pension",CKTP,No specific productivity requirements... 3.5 direct treatment days at minimum based on caseload,,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,PA,Ph,19131,City,Full time,40+,Hourly,36.00,"75,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,85%,,Female,
11/18/2017,OT,Acute,Masters,15+,FL,Tampa,33556,City,Full time,40+,Hourly,38.85,"81,000.00","401K or equivalent, Health insurance, Dental",,80%,,Male,
11/18/2017,OT,"School system, Mental health, Pediatric",Masters,New grad / less than a year,WI,Mcfarland,53558,City,Full time,40+,Salary,24.52,"51,000.00","401K or equivalent, Health insurance, Dental",,N/A,"I work for a nonprofit
",Female,
11/18/2017,COTA,SNF,Associates,New grad / less than a year,AR,Camden,71701,Rural,Full time,35+,Hourly,28.00,"50,960.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,
11/18/2017,OT,SNF,Masters,New grad / less than a year,NY,orchard park,14127,suburban,Salary (exempt from overtime pay),35+,Hourly,29.00,"56,000.00",Health insurance,,70%,,Female,
11/18/2017,OT,Home health,Bachelors,20+,TX,San Antonio ,78240,Large metro area,Salary (exempt from overtime pay),40+,Salary,44.45,"92,450.00","401K or equivalent, Health insurance, Dental, Vision, Tuition reimbursement",,75%,,Female,
11/18/2017,OT,Home health,Masters,5+,OH,Cincinnati ,45212,Large metro area,Full time,35+,Per visit,55-80,"95,000.00","401K or equivalent, Health insurance, Dental, Vision",,N/A,,Female,
11/18/2017,OT,Academia/Higher education,Masters,30+,MN,"Minneapolis, MN",55116,Large metro area,Full time,35+,Salary,56.00,"77,400.00","401K or equivalent, Health insurance, Dental, Disibility, Tuition reimbursement, CEU reimbursement",,80%,,Female,
11/18/2017,COTA,School system,Associates,10+,MN,Moorhead,56560,Large metro area,Full time,35+,Hourly,22.50,"42,300.00",None,CPI,75%,,Female,
11/18/2017,OT,Pediatric,Masters,New grad / less than a year,TX,Austin,78745,City,Full time,40+,Per visit,32.00,"60,000.00","401K or equivalent, Health insurance, Dental, Vision, CEU reimbursement",,90%,Get paid $64 per eval,Female,
11/18/2017,COTA,"Acute, Inpatient",Associates,5+,CO,Greeley,80631,City,Full time,35+,Hourly,23.00,"41,860.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement, CEU reimbursement","Certified Fieldwork Educator; Specialize in SPHM, Trained in burn wound care.",80%,Employer matches 4% in 401K,Female,
11/18/2017,OT,SNF,Masters,5+,NY,Schenectady,12302,City,Full time,40+,Hourly,50.00,"105,000.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, CEU reimbursement",,90%,,Female,
11/18/2017,OT,School system,Masters,3,WI,Milwaukee,53208,Large metro area,Full time,40+,Contract,22.21,"46,200.00","401K or equivalent, Health insurance, Dental, Vision, Disibility, Tuition reimbursement",,N/A,,Female,
